SCRIP NAME,Security Name,GROUP,FACE VALUE,INDUSTRY,SECTOR,Previous Close,Open,High,Low,VWAP,52 Wk High,52 Wk Low,Upper Price Band,Lower Price Band,2W Avg Qty`(Lakh),TTQ (Lakh),Turnover (Cr.),Mcap Full (Cr.),Mcap FF (Cr.),Face Value,EPS (TTM) ,CEPS (TTM),PE,PB,ROE,Turnover (Lakh)
FLEXITUFF,Flexituff Ventures International Ltd,B ,10.00,Other Textile Products,Consumer Discretionary,26.35,25.0,28.95,25.0,27.29,43.95,13.8,31.80(10%),26.10(10%),,,,72.04,48.26,2.5,-38.01,-10.08,-0.76,1.4,-183.73,0.24
UJAAS,Ujaas Energy Limited,T ,1.00,Heavy Electrical Equipment,Industrials,3.24,3.28,3.38,3.2,3.29,8.42,2.46,3.42(5%),3.10(5%),0.94,1.86,,65.29,65.29,10.0,-5.48,-5.11,-0.6,0.96,-161.36,6.1
TRITURBINE,TRIVENI TURBINE LTD.,A ,1.00,Heavy Electrical Equipment,Industrials,186.55,187.0,193.0,187.0,190.57,231.25,107.0,227.15(20%),151.45(20%),0.44,0.4,,6120.17,1958.46,10.0,7.92,8.53,23.9,7.94,33.2,76.03
INDOTHAI,INDO THAI SECURITIES LTD.,B ,10.00,Stockbroking & Allied,Financial Services,171.15,173.7,178.75,169.0,171.34,495.85,67.6,179.20(5%),162.20(5%),,,,170.7,47.8,6.0,10.4,10.69,16.41,2.69,16.4,0.15
ESSARSHPNG,ESSAR SHIPPING LTD.,B ,10.00,Shipping,Services,6.91,7.1,7.1,6.83,6.9,16.15,6.62,8.24(20%),5.50(20%),0.43,0.55,,142.19,36.97,10.0,-12.08,-9.89,-0.57,-0.04,7.58,3.81
APLAPOLLO,APL APOLLO TUBES LTD.,A ,2.00,Iron & Steel Products,Industrials,1051.95,1058.0,1075.0,1025.0,1048.37,1113.65,742.5,"1,236.40(20%)",824.30(20%),0.3,0.19,1.95,25787.65,14956.84,10.0,12.01,14.86,85.79,14.78,17.22,
GPTINFRA,GPT INFRAPROJECTS LTD.,B ,10.00,Civil Construction,Industrials,87.1,91.65,91.65,85.25,87.51,112.05,66.8,103.25(20%),68.85(20%),,,,250.29,62.57,10.0,9.89,14.8,8.7,1.11,12.77,2.56
FERVENTSYN,FERVENT SYNERGIES LTD.,X ,10.00,Trading & Distributors,Services,13.9,13.49,13.99,13.49,13.88,24.46,11.7,16.76(20%),11.18(20%),,,,41.91,12.15,10.0,-0.08,-0.07,-176.09,0.97,-0.55,0.02
THOMASCOTT,THOMAS SCOTT (INDIA) LIMITED,T ,10.00,Garments & Apparels,Consumer Discretionary,37.1,35.3,35.3,35.3,35.28,73.5,15.69,37.05(5%),33.55(5%),,,,19.47,7.59,10.0,1.14,1.67,30.95,1.9,6.13,0.02
TERASOFT,TERA SOFTWARE LTD.,B ,10.00,IT Enabled Services,Information Technology,39.5,40.95,41.9,40.2,41.09,71.3,31.65,48.35(20%),32.25(20%),,,,50.42,26.22,10.0,-1.04,-0.66,-38.73,0.47,-1.21,1.21
PMCFIN,PMC Fincorp Limited,X ,1.00,Non Banking Financial Company (NBFC),Financial Services,3.22,3.13,3.28,3.13,3.19,11.48,1.61,3.52(10%),2.88(10%),7.02,6.77,,170.9,136.72,10.0,0.03,0.03,94.28,1.87,1.99,21.61
FUTSOL,FUTURISTIC SOLUTIONS LTD.,XT,10.00,Other Financial Services,Financial Services,32.7,32.7,32.7,32.7,32.7,38.0,18.35,34.30(5%),31.10(5%),,,,34.25,10.96,10.0,-0.03,0.02,-1104.78,2.57,-0.23,0.03
AIML,ALLIANCE INTEGRATED METALIKS LTD.,X ,1.00,Iron & Steel Products,Industrials,23.65,23.2,26.0,23.2,25.69,37.8,2.04,28.60(10%),23.40(10%),0.54,0.86,,301.93,87.56,10.0,-2.12,0.3,-12.28,-0.84,6.86,22.02
RHIM,Rhi Magnesita India Ltd,A ,1.00,Refractories,Industrials,507.4,506.0,513.05,500.0,506.16,675.0,322.7,601.05(20%),400.75(20%),0.11,0.16,,8064.31,2258.01,1.0,16.64,18.73,30.1,7.85,26.08,80.62
MCX,MULTI COMMODITY EXCHANGE OF INDIA LTD.,A ,10.00,Exchange and Data Platform,Financial Services,1300.05,1309.7,1316.0,1283.5,1297.35,2134.9,1142.4,"1,416.65(10%)","1,159.15(10%)",0.13,0.16,2.02,6568.08,6568.08,1.0,23.17,27.3,55.6,4.22,7.6,
PYXISFIN,Pyxis Finvest Ltd,M ,10.00,Non Banking Financial Company (NBFC),Financial Services,19.95,20.0,20.0,16.0,16.8,38.0,16.0,19.20(20%),12.80(20%),0.2,0.2,,18.4,7.91,10.0,-,-,-,-,-,3.36
SCHNEIDER,SCHNEIDER ELECTRIC INFRASTRUCTURE LTD.,A ,2.00,Heavy Electrical Equipment,Industrials,119.05,120.3,121.2,117.2,119.62,153.9,92.0,142.95(20%),95.35(20%),0.72,0.48,,2848.92,683.74,1.0,2.94,3.68,40.57,78.91,194.42,57.74
OLPCL,OLYMPIC CARDS LTD.,X ,10.00,Leisure Products,Consumer Discretionary,2.8,3.34,3.34,3.29,3.32,5.75,1.45,3.94(20%),2.64(20%),,,,5.37,2.09,2.0,-3.43,-2.33,-0.96,0.49,-50.94,0.14
NBCC,NBCC (India) Ltd,A ,1.00,Engineering- Designing & Construction,Industrials,32.9,32.65,35.85,32.65,34.21,53.65,26.7,41.50(20%),27.70(20%),5.45,9.01,3.08,6228,2366.64,2.0,1.02,1.03,34.06,3.51,10.3,
MTEDUCARE,MT EDUCARE LTD.,B ,10.00,Education,Consumer Discretionary,9.16,9.25,9.25,8.9,9.08,14.3,6.93,10.74(20%),7.16(20%),0.37,0.11,,64.64,26.5,2.0,-3.47,-2.1,-2.58,0.57,-22.04,1.0
HEXATRADEX,HEXA TRADEX LTD.,B ,2.00,Trading & Distributors,Services,167.2,168.1,168.6,167.4,168.14,236.05,113.5,202.10(20%),134.80(20%),,,,930.6,344.32,10.0,-0.32,-0.32,-520.18,0.44,-0.08,0.06
MAXHEIGHTS,MAXHEIGHTS INFRASTRUCTURE LTD.,X ,10.00,Residential- Commercial Projects,Consumer Discretionary,13.0,12.5,12.5,12.5,12.49,19.8,11.75,13.12(5%),11.88(5%),,,,19.51,9.17,1.0,1.01,1.08,12.4,0.6,4.84,0.01
TBZ,TRIBHOVANDAS BHIMJI ZAVERI LTD.,B ,10.00,Gems- Jewellery And Watches,Consumer Discretionary,73.1,73.9,75.5,72.35,74.21,104.4,51.0,89.50(20%),59.70(20%),0.16,0.25,,497.81,129.43,2.0,4.36,7.69,17.1,0.93,5.44,18.42
VSSL,VARDHMAN SPECIAL STEELS LTD.,B ,10.00,Iron & Steel Products,Industrials,244.95,244.95,252.0,243.9,247.28,309.3,201.1,298.50(20%),199.00(20%),,,,1008.96,282.51,10.0,25.46,32.18,9.77,1.82,18.6,6.45
LOOKS,Looks Health Services Limited,X ,10.00,Healthcare Service Provider,Healthcare,8.91,8.99,8.99,8.75,8.89,32.95,7.5,10.64(20%),7.10(20%),0.13,,,9.31,7.36,10.0,0.03,0.17,291.05,0.62,0.21,0.75
SPECIALITY,SPECIALITY RESTAURANTS LTD.,B ,10.00,Restaurants,Consumer Discretionary,192.75,198.5,201.3,182.4,192.54,202.0,63.85,222.05(20%),148.05(20%),0.44,0.71,1.36,868.95,408.41,10.0,2.87,8.7,64.37,5.73,8.9,
LYPSAGEMS,Lypsa Gems & Jewellery Ltd,T ,10.00,Gems- Jewellery And Watches,Consumer Discretionary,6.28,5.97,6.24,5.97,6.02,9.95,3.77,6.43(5%),5.83(5%),,,,18.07,11.57,10.0,0.02,0.12,258.2,0.57,0.22,0.31
MASL,MAX ALERT SYSTEMS LTD.,MT,10.00,Industrial Machinery,Industrials,2.18,2.08,2.08,2.08,2.08,5.4,2.08,2.18(5%),1.98(5%),,,,1.91,0.8,10.0,-,-,-,-,-,0.12
RTNINDIA,Rattanindia Enterprises Ltd,B ,2.00,Diversified Commercial Services,Services,45.0,45.5,46.75,44.2,45.43,65.85,30.5,54.10(20%),36.10(20%),2.68,3.52,1.6,6234.04,1558.51,10.0,0.31,0.32,145.24,8.66,5.96,
SEPOWER,S.E. POWER LTD.,B ,10.00,Rubber,Industrials,16.85,16.35,17.75,16.35,17.12,63.8,6.92,18.70(10%),15.30(10%),,,,69.04,37.28,10.0,-0.73,0.37,-23.39,12.59,-53.73,1.2
JTLINFRA,JTL INFRA LTD.,B ,2.00,Iron & Steel Products,Industrials,209.5,208.85,209.65,206.4,208.26,280.0,126.22,249.00(20%),166.00(20%),,,,1256.15,414.53,10.0,8.26,8.61,25.11,7.97,31.76,10.4
AMTL,ADVANCE METERING TECHNOLOGY LTD.,X ,5.00,Electric Utilities,Utilities,18.35,19.85,20.15,17.0,19.05,30.5,11.48,21.85(10%),17.95(10%),,,,31.95,11.5,10.0,-1.77,1.02,-11.25,0.32,-2.82,1.5
NECCLTD,NORTH EASTERN CARRYING CORPORATION LTD.,B ,10.00,Logistics Solution Provider,Services,24.15,24.2,26.05,24.0,25.29,38.0,16.35,29.80(20%),19.90(20%),0.24,0.59,,124.74,58.63,2.0,0.85,1.59,29.3,1.26,4.3,14.98
WAAREERTL,Waaree Renewable Technologies Ltd,X ,10.00,Electric Utilities,Utilities,347.65,338.6,373.0,338.1,361.73,468.0,148.55,429.00(20%),286.00(20%),0.19,0.41,1.5,744.13,186.03,10.0,9.82,9.9,36.4,14.25,39.15,
JUPITERIN,JUPITER INFOMEDIA LTD.,X ,10.00,Internet & Catalogue Retail,Consumer Discretionary,19.5,20.2,20.2,19.1,19.29,34.0,15.55,23.30(20%),15.60(20%),,,,19.49,5.26,4.0,-0.13,-0.04,-151.08,1.89,-1.25,0.73
VINAYAKPOL,VINAYAK POLYCON INTERNATIONAL LTD.,X ,10.00,Packaging,Industrials,12.07,12.67,12.67,12.67,12.67,16.5,10.8,13.30(5%),12.04(5%),,,,3.9,1.56,10.0,0.14,2.15,88.73,0.89,1.01,0.33
JOINTECAED,JOINTECA EDUCATION SOLUTIONS LTD.,M ,10.00,Computers - Software & Consulting,Information Technology,16.35,14.75,14.75,14.75,14.75,22.35,12.1,17.70(20%),11.80(20%),0.19,,,14.77,6.65,10.0,-,-,-,-,-,1.18
DUCON,Ducon Infratechnologies Ltd,B ,1.00,Industrial Machinery,Industrials,14.94,14.94,15.0,14.55,14.87,31.4,8.09,16.31(10%),13.35(10%),0.53,0.19,,385.49,84.81,1.0,0.03,0.04,465.01,2.63,0.57,2.85
PROZONINTU,Prozone Intu Properties Limited,B ,2.00,Residential- Commercial Projects,Consumer Discretionary,26.05,25.95,26.2,24.9,25.34,39.9,19.5,30.15(20%),20.15(20%),0.83,0.79,,383.8,161.19,10.0,0.35,0.36,72.47,0.62,0.86,19.95
SRGHFL,SRG HOUSING FINANCE LTD.,XT,10.00,Housing Finance Company,Financial Services,160.0,157.05,163.9,157.0,158.81,197.0,112.05,165.35(5%),149.65(5%),,,,204.75,71.66,10.0,15.63,17.3,10.08,1.8,17.87,0.71
COMCL,COMFORT COMMOTRADE LTD.,X ,10.00,Other Financial Services,Financial Services,16.8,17.25,17.35,16.1,16.72,28.8,8.61,19.80(20%),13.20(20%),0.15,,,16.53,8.76,10.0,2.02,2.08,8.16,1.14,13.97,1.67
RCRL,RCL RETAIL LTD.,M ,10.00,Diversified Retail,Consumer Discretionary,4.14,4.0,4.15,4.0,4.08,13.0,4.0,4.48(10%),3.68(10%),0.5,,,5.02,3.62,6.0,-,-,-,-,-,0.24
CASPIAN,Caspian Corporate Services Ltd,XT,1.00,Other Financial Services,Financial Services,7.4,7.03,7.39,7.03,7.1,10.0,4.1,7.40(5%),6.70(5%),,,,21.89,5.47,10.0,0.13,0.13,54.06,4.7,8.72,0.57
SUPREMEX,Supremex Shine Steels Ltd,X ,1.00,Iron & Steel Products,Industrials,3.95,4.02,4.09,3.94,4.01,12.18,1.65,4.81(20%),3.21(20%),0.37,0.52,,12.65,6.96,10.0,-0.04,-0.04,-108.1,3.68,-3.4,2.1
VIRTUALG,VIRTUAL GLOBAL EDUCATION LTD.,X ,1.00,Education,Consumer Discretionary,1.27,1.28,1.29,1.2,1.23,3.53,0.48,1.45(20%),0.97(20%),9.75,6.46,,51.26,45.62,5.0,0.01,0.02,94.41,0.82,0.87,7.95
ZUARI,ZUARI AGRO CHEMICALS LTD.,B ,10.00,Fertilizers,Commodities,166.15,169.0,170.85,164.75,167.15,218.4,99.95,199.60(20%),133.10(20%),0.36,0.25,,699.63,244.87,10.0,-19.84,-19,-8.38,-4.63,55.2,41.4
STEELXIND,STEEL EXCHANGE INDIA LTD.,B ,1.00,Iron & Steel Products,Industrials,15.2,15.65,15.95,15.6,15.93,26.35,6.75,16.70(5%),15.20(5%),13.61,2.27,,1404.89,618.15,2.0,1.32,1.6,12.05,2.86,23.75,36.21
TRIOMERC,TRIO MERCANTILE & TRADING LTD.,X ,2.00,Other Financial Services,Financial Services,1.31,1.35,1.38,1.31,1.32,3.55,1.23,1.59(20%),1.07(20%),0.51,0.47,,9.04,8.58,10.0,-0.07,-0.07,-19.6,0.37,-1.9,0.62
CIGNITI,CIGNITI TECHNOLOGIES LTD.,A ,10.00,IT Enabled Services,Information Technology,528.5,519.25,539.05,519.25,532.43,670.0,336.3,641.20(20%),427.50(20%),,,,1454.94,858.41,10.0,17.27,22.89,30.94,3.8,12.28,15.3
CDG,CDG Petchem Ltd,X ,10.00,Plastic Products - Industrial,Industrials,17.45,18.0,18.0,17.5,17.89,25.75,12.65,18.35(5%),16.65(5%),,,,5.39,2.05,10.0,-0.28,0.9,-63.36,2.47,-3.9,0.04
CARERATING,CARE Ratings Ltd,A ,10.00,Ratings,Financial Services,464.1,462.8,463.7,456.55,460.62,744.7,402.75,553.50(20%),369.00(20%),,,,1367.55,1244.47,10.0,30.92,33.34,14.92,2.1,14.1,22.2
PCJEWELLER,PC JEWELLER LTD.,B ,10.00,Gems- Jewellery And Watches,Consumer Discretionary,53.75,54.0,55.5,52.65,54.4,58.45,18.65,57.35(5%),51.95(5%),7.16,3.91,2.13,2543.43,1144.54,2.0,-8.37,-7.81,-6.53,0.65,-10.03,
INDUSTOWER,Indus Towers Ltd,A ,10.00,Telecom - Infrastructure,Telecommunication,203.3,205.0,205.0,199.8,201.32,332.6,181.15,220.25(10%),180.25(10%),2.65,2.56,5.16,53966.11,17269.16,10.0,20.15,39.96,9.94,2.43,24.48,
VMART,V-MART RETAIL LTD.,A ,10.00,Diversified Retail,Consumer Discretionary,2979.85,2980.05,2983.55,2949.0,2964.05,4620.0,2406.0,"3,564.05(20%)","2,376.05(20%)",,,,5870.65,3170.15,2.0,5.89,72.02,504.26,6.91,1.37,51.63
NIBE,NIBE Ltd,XT,10.00,Trading & Distributors,Services,131.8,138.35,138.35,138.35,138.35,138.35,37.1,145.25(5%),131.45(5%),0.59,0.24,,144.14,53.33,10.0,0.2,0.51,676.73,13.56,2,33.47
MUKTA,Mukta Agriculture Ltd,X ,10.00,Trading & Distributors,Services,4.85,4.99,5.1,4.9,5,14.19,2.55,5.50(10%),4.50(10%),0.3,0.17,,10.84,7.15,10.0,-0.2,-0.2,-25.51,0.33,-1.3,0.87
MYSTICELE,Mystic Electronics Ltd,X ,10.00,Trading & Distributors,Services,4.31,4.28,4.74,4.28,4.67,14.94,2.66,5.21(10%),4.27(10%),,,,68.52,45.22,10.0,0.05,0.05,101.84,0.28,0.28,0.25
COMFINCAP,COMFORT FINCAP LTD.,X ,10.00,Non Banking Financial Company (NBFC),Financial Services,51.45,51.8,51.8,49.9,51.44,80.0,21.15,55.45(10%),45.45(10%),0.47,0.38,,54.74,24.64,10.0,4.08,4.08,12.37,1.21,9.79,19.3
SBISENSEX,SBI Mutual Fund - SBI Sensex ETF,A ,10.00, ,-,620.19,623.98,625.0,620.0,623.15,657.99,542.2,744.92(20%),496.61(20%),,0.13,,-,-,10.0,-,-,-,-,-,78.85
BMAL,BOTHRA METALS & ALLOYS LTD.,MT,10.00,Aluminium,Commodities,3.05,2.92,2.92,2.92,2.92,7.14,2.73,3.06(5%),2.78(5%),0.11,0.2,,5.41,3.3,10.0,-,-,-,-,-,0.58
REPCOHOME,REPCO HOME FINANCE LTD.,A ,10.00,Housing Finance Company,Financial Services,151.9,151.9,156.35,151.5,155.04,345.0,113.35,185.30(20%),123.60(20%),0.36,0.43,,966.26,608.74,10.0,30.62,32.68,5.04,0.43,8.57,67.03
LAKHOTIA,LAKHOTIA POLYESTERS (INDIA) LTD.,XT,10.00,Other Textile Products,Consumer Discretionary,16.6,16.6,16.6,15.8,15.82,17.7,8.78,16.55(5%),15.05(5%),0.65,,,16.55,10.92,10.0,-0.44,-0.32,-35.67,2.19,-6.15,0.0
GCMSECU,GCM Securities Ltd,M ,1.00,Stockbroking & Allied,Financial Services,2.42,2.35,2.46,2.31,2.35,9.52,1.49,2.55(10%),2.09(10%),0.61,0.46,,44.07,25.56,5.0,-,-,-,-,-,1.09
NIBL,NRB INDUSTRIAL BEARINGS LTD.,B ,2.00,Bearings,Industrials,22.9,24.45,25.15,23.45,24.82,34.8,17.2,27.65(10%),22.65(10%),,0.17,,60.94,15.84,10.0,-4.05,-0.29,-6.2,-14.21,228.87,4.24
KIFS,KIFS FINANCIAL SERVICES LTD.,X ,10.00,Non Banking Financial Company (NBFC),Financial Services,131.8,131.8,134.0,129.9,132.05,336.45,32.55,138.10(5%),125.00(5%),,,,142.31,34.15,10.0,5.66,6.01,23.23,3.57,15.37,0.4
SREEL,SREELEATHERS LTD.,B ,10.00,Footwear,Consumer Discretionary,166.9,170.0,170.0,167.85,168.15,213.0,145.3,201.40(20%),134.30(20%),,,,389.31,97.33,10.0,7.14,7.63,23.51,1.15,4.9,0.08
SHARDA,Sharda Motor Industries Ltd,B ,2.00,Auto Components & Equipments,Consumer Discretionary,752.95,751.65,760.0,730.35,741.57,950.0,573.9,882.90(20%),588.60(20%),,,,2187.5,590.63,10.0,54.32,67.99,13.55,3.65,26.93,15.21
BINNYMILLS,BINNY MILLS LTD.,X ,10.00,Trading & Distributors,Services,111.9,111.9,117.45,107.8,109.61,297.15,96.9,113.15(5%),102.45(5%),,,,34.37,8.59,10.0,-35.24,-35.2,-3.06,-0.22,7.18,0.1
SVGLOBAL,S V GLOBAL MILL LTD.,X ,5.00,Residential- Commercial Projects,Consumer Discretionary,59.5,60.95,60.95,57.0,57.8,89.35,44.5,72.60(20%),48.40(20%),,,,109.4,33.91,10.0,0.36,0.54,166.77,1.83,1.1,1.03
SDC,SDC Techmedia Ltd,M ,10.00,Film Production- Distribution & Exhibition,Consumer Discretionary,8.32,7.49,7.49,7.49,7.49,15.65,5.8,8.23(10%),6.75(10%),0.3,0.3,,4.86,1.22,10.0,-,-,-,-,-,2.25
JUSTDIAL,JUST DIAL LTD.,A ,10.00,Internet & Catalogue Retail,Consumer Discretionary,595.2,603.9,603.9,590.15,597.46,1050.15,520.3,657.55(10%),538.05(10%),0.33,0.13,,5039.7,1108.73,5.0,3.1,6.46,192.88,1.44,0.75,79.2
OONE,OBJECTONE INFORMATION SYSTEMS LTD.,X ,10.00,Computers - Software & Consulting,Information Technology,9.89,9.4,10.35,9.4,9.78,17.35,3.76,10.00(5%),9.06(5%),0.21,0.14,,10.02,8.31,10.0,1,1.18,9.55,0.71,7.48,1.41
IFINSEC,INDIA FINSEC LTD.,X ,10.00,Non Banking Financial Company (NBFC),Financial Services,18.7,19.6,19.6,19.6,19,60.75,10.3,20.55(5%),18.65(5%),,,,48.89,23.95,10.0,0.01,0.01,3442.66,1.1,0.03,0.0
BRAHMINFRA,BRAHMAPUTRA INFRASTRUCTURE LTD.,X ,10.00,Engineering- Designing & Construction,Industrials,27.95,28.15,28.2,27.25,27.85,38.75,14.35,33.80(20%),22.60(20%),,,,81.83,21.28,10.0,1.84,2.89,15.36,0.57,3.68,0.5
QUEST,Quest Softech (India) Ltd,X ,10.00,Computers - Software & Consulting,Information Technology,19.1,19.3,19.3,18.15,18.36,22.2,2.15,19.10(5%),17.30(5%),0.18,,,18.2,10.19,10.0,2.61,2.61,6.98,4.93,70.7,1.39
KHOOBSURAT,Khoobsurat Ltd,X ,1.00,Other Textile Products,Consumer Discretionary,2.01,2.0,2.09,2.0,2.02,4.78,0.19,2.22(10%),1.82(10%),4.85,4.97,,26.83,26.83,10.0,0.02,0.02,109.98,1.06,0.96,10.03
ORIENTCEM,Orient Cement Ltd,A ,1.00,Cement & Cement Products,Commodities,118.95,117.65,120.3,117.65,118.94,185.5,95.65,142.20(20%),94.80(20%),0.52,0.37,,2427.69,1310.96,1.0,10.31,17.45,11.49,1.59,13.85,44.01
ABFRL,Aditya Birla Fashion and Retail Ltd,A ,10.00,Speciality Retail,Consumer Discretionary,275.15,279.7,281.95,272.8,278.67,321.95,189.5,306.35(10%),250.65(10%),0.98,2.89,8.07,26131.86,11236.7,10.0,-0.86,9.23,-323.84,9.07,-2.8,
IBULHSGFIN,Indiabulls Housing Finance Ltd,A ,2.00,Housing Finance Company,Financial Services,121.15,121.2,126.3,120.85,124.02,282.6,89.0,136.00(10%),111.30(10%),17.58,19.83,24.59,5831.29,4956.6,2.0,14.76,16.34,8.38,0.37,4.45,
MMLF,Money Masters Leasing & Finance Ltd,M ,10.00,Non Banking Financial Company (NBFC),Financial Services,7.24,7.24,7.24,7.24,7.24,7.24,5.04,8.68(20%),5.80(20%),0.1,0.1,,7.27,4.72,10.0,-,-,-,-,-,0.72
ALSL,Alacrity Securities Ltd,M ,10.00,Other Financial Services,Financial Services,9.0,9.0,9.0,9.0,9,15.68,8.0,10.80(20%),7.20(20%),,,,18.97,6.64,10.0,-,-,-,-,-,0.72
GCMCOMM,GCM Commodity & Derivatives Ltd,M ,10.00,Other Financial Services,Financial Services,3.44,3.45,3.45,3.45,3.45,10.5,3.07,4.14(20%),2.76(20%),0.18,,,2.56,1.2,10.0,-,-,-,-,-,0.21
ESSENTIA,Integra Essentia Ltd,T ,1.00,Garments & Apparels,Consumer Discretionary,6.3,6.61,6.61,6.33,6.61,6.83,1.21,6.94(5%),6.28(5%),23.82,5.11,,254.94,91.78,10.0,0.05,0.05,144.77,-8.81,-6.05,33.72
TIGERLOGS,Tiger Logistics (India) Ltd,X ,10.00,Logistics Solution Provider,Services,233.65,238.0,238.0,228.2,234.78,284.0,55.55,259.35(10%),212.25(10%),0.13,0.18,,249.3,64.82,5.0,31.67,32.42,7.45,3.35,44.98,41.64
RJBIOTECH,R J Bio-Tech Ltd,M ,10.00,Other Agricultural Products,Fast Moving Consumer Goods,8.29,8.25,8.25,8.25,8.25,11.95,5.12,8.66(5%),7.84(5%),,,,7.81,3.12,10.0,6.8,7.16,1.21,-0.16,-12.78,0.25
JK AGRI,JK Agri Genetics Ltd,X ,10.00,Other Agricultural Products,Fast Moving Consumer Goods,523.1,521.5,530.0,515.5,521.47,892.0,490.05,623.10(20%),415.40(20%),,,,240.77,65.01,2.0,-6.7,0.45,-77.47,1.7,-2.19,7.18
FLFL,Future Lifestyle Fashions Ltd,T ,2.00,Diversified Retail,Consumer Discretionary,15.65,15.45,16.0,14.95,15.25,72.9,12.85,15.65(5%),14.25(5%),0.28,0.48,,301.65,150.83,5.0,-35.3,-3.99,-0.42,1.22,-287.26,7.27
TRIMURTHI,Trimurthi Ltd,X ,10.00,Pharmacy Retail,Consumer Discretionary,8.0,8.0,8.0,8.0,8,10.27,5.38,8.40(5%),7.60(5%),,,,6.48,2.01,2.0,-3.73,-3.64,-2.14,0.73,-34.03,0.0
PVVINFRA,PVV Infra Ltd,X ,10.00,Civil Construction,Industrials,17.8,18.45,18.45,16.75,17.6,32.75,5.21,19.00(10%),15.60(10%),0.26,,,12.11,9.81,2.0,2.22,2.22,7.8,0.61,7.78,1.03
VCU,VCU Data Management Ltd,XT,10.00,Computers Hardware & Equipments,Information Technology,41.25,39.2,39.2,39.2,39.2,65.2,5.47,41.15(5%),37.25(5%),0.19,0.13,,60.76,48.61,1.0,1.53,1.53,25.55,2.06,8.08,4.93
INDRENEW,IND Renewable Energy Ltd,X ,10.00,Electric Utilities,Utilities,10.81,11.1,11.6,10.61,11.38,18.85,6.7,12.73(10%),10.43(10%),,,,35.06,30.15,10.0,-0.29,-0.29,-40.3,1.1,-2.72,0.63
SRGSFL,S R G Securities Finance Ltd,M ,10.00,Non Banking Financial Company (NBFC),Financial Services,16.85,13.5,13.5,13.5,13.5,35.9,12.15,16.20(20%),10.80(20%),,,,7.26,2.69,10.0,-,-,-,-,-,0.41
ACFSL,Amrapali Capital and Finance Services Ltd,M ,10.00,Non Banking Financial Company (NBFC),Financial Services,11.92,13.11,13.11,13.11,13.11,13.11,6.85,15.73(20%),10.49(20%),,,,12.82,4.49,10.0,-,-,-,-,-,0.16
STELLAR,Stellar Capital Services Ltd,M ,10.00,Other Financial Services,Financial Services,3.41,3.66,3.66,3.66,3.66,7.75,2.57,4.39(20%),2.93(20%),,,,9.14,6.94,10.0,-,-,-,-,-,0.22
JPOLYINVST,Jindal Poly Investment and Finance Company Ltd,B ,10.00,Investment Company,Financial Services,296.25,299.15,305.4,291.25,297.02,462.8,39.35,325.10(10%),266.00(10%),,,,310.68,77.67,10.0,56.63,56.63,5.22,2.62,50.27,1.97
YURANUS,Yuranus Infrastructure Ltd,X ,10.00,Civil Construction,Industrials,6.27,5.97,6.55,5.97,5.98,8.49,4.62,6.26(5%),5.68(5%),,,,2.09,1.13,10.0,0.11,0.11,54.99,0.97,1.76,0.01
INTELSOFT,Integra Telecommunication & Software Ltd,X ,10.00,IT Enabled Services,Information Technology,16.75,16.75,16.95,16.4,16.76,70.9,15.0,20.00(20%),13.40(20%),0.23,0.12,,17.64,17.64,10.0,0.65,0.66,25.56,1.67,6.54,1.99
MOM100,Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares Midcap 100 ETF- Growth option,B ,10.00, ,-,31.99,32.19,32.36,31.68,32.11,36.35,26.36,38.46(20%),25.64(20%),0.15,,,-,-,10.0,-,-,-,-,-,0.34
BPCAP,B. P. Capital Ltd,X ,10.00,Non Banking Financial Company (NBFC),Financial Services,6.8,6.79,6.79,6.79,6.78,11.43,5.2,7.12(5%),6.46(5%),,,,4.08,1.76,10.0,-0.35,-0.35,-19.63,0.83,-4.21,0.0
CPL,Captain Polyplast Ltd,X ,2.00,Plastic Products - Industrial,Industrials,16.2,16.45,16.45,16.05,16.2,33.5,14.65,19.35(20%),12.95(20%),0.61,0.53,,81.36,27.66,10.0,0.55,1.27,29.53,1.25,4.25,8.56
ICICINIFTY,ICICI Prudential Nifty 50 ETF,B ,10.00, ,-,188.09,187.8,189.19,187.8,188.59,199.19,164.65,226.06(20%),150.71(20%),0.15,,,-,-,10.0,-,-,-,-,-,16.45
ICICINF100,ICICI Prudential Nifty 100 ETF,B ,10.00, ,-,191.34,193.0,193.71,192.84,193.69,238.0,166.05,231.02(20%),154.01(20%),,0.29,,-,-,10.0,-,-,-,-,-,55.44
ARNOLD,Arnold Holdings Ltd,X ,10.00,Non Banking Financial Company (NBFC),Financial Services,13.71,13.35,14.1,12.6,13.06,21.8,9.4,15.49(20%),10.33(20%),0.4,0.6,,38.83,34.56,10.0,0.5,0.52,25.75,0.7,2.71,7.87
SUNLOC,Sunil Healthcare Ltd,X ,10.00,Pharmaceuticals,Healthcare,108.45,113.4,113.85,103.05,110.18,113.85,30.6,108.20(5%),97.90(5%),0.26,0.26,,105.68,27.48,10.0,10.7,16.92,9.63,1.93,20.02,28.15
RCIIND,RCI Industries & Technologies Ltd,X ,10.00,Aluminium- Copper & Zinc Products,Industrials,6.2,6.3,6.5,6.3,6.37,11.9,6.0,7.76(20%),5.18(20%),,,,10.14,3.25,5.0,-45.99,-38.8,-0.14,-0.08,59.32,0.22
